,Unnamed: 0,url,video_id,playlist_id,channel_id,index,extracted
647,647,https://www.youtube.com/watch?v=JU-iXAjTKPw,JU-iXAjTKPw,PLNljeYqZrE_ryxWawXj0h_8_j_d2mS36D,UCE3yf1AcIlXdps2EYbq3lzw,647,8.0
648,648,https://www.youtube.com/watch?v=QlgVPqda0dk,QlgVPqda0dk,PLNljeYqZrE_ryxWawXj0h_8_j_d2mS36D,UCE3yf1AcIlXdps2EYbq3lzw,648,0.0
649,649,https://www.youtube.com/watch?v=q93YRfApT3M,q93YRfApT3M,PLNljeYqZrE_ryxWawXj0h_8_j_d2mS36D,UCE3yf1AcIlXdps2EYbq3lzw,649,34.0
650,650,https://www.youtube.com/watch?v=_87nFb0hqAA,_87nFb0hqAA,PLNljeYqZrE_ryxWawXj0h_8_j_d2mS36D,UCE3yf1AcIlXdps2EYbq3lzw,650,14.0
651,651,https://www.youtube.com/watch?v=IK9ea97RjZQ,IK9ea97RjZQ,PLNljeYqZrE_ryxWawXj0h_8_j_d2mS36D,UCE3yf1AcIlXdps2EYbq3lzw,651,18.0
652,652,https://www.youtube.com/watch?v=gKib77WwlHU,gKib77WwlHU,PLNljeYqZrE_ryxWawXj0h_8_j_d2mS36D,UCE3yf1AcIlXdps2EYbq3lzw,652,1.0
653,653,https://www.youtube.com/watch?v=ovQGC_oRkGc,ovQGC_oRkGc,PLNljeYqZrE_ryxWawXj0h_8_j_d2mS36D,UCE3yf1AcIlXdps2EYbq3lzw,653,7.0
654,654,https://www.youtube.com/watch?v=hfw6ZfoS-RE,hfw6ZfoS-RE,PLNljeYqZrE_ryxWawXj0h_8_j_d2mS36D,UCE3yf1AcIlXdps2EYbq3lzw,654,8.0
655,655,https://www.youtube.com/watch?v=yE75YNP6P_s,yE75YNP6P_s,PLNljeYqZrE_ryxWawXj0h_8_j_d2mS36D,UCE3yf1AcIlXdps2EYbq3lzw,655,0.0
656,656,https://www.youtube.com/watch?v=ADY_0UUp4KE,ADY_0UUp4KE,PLNljeYqZrE_ryxWawXj0h_8_j_d2mS36D,UCE3yf1AcIlXdps2EYbq3lzw,656,3.0
657,657,https://www.youtube.com/watch?v=5rFRs_xEE3c,5rFRs_xEE3c,PLNljeYqZrE_ryxWawXj0h_8_j_d2mS36D,UCE3yf1AcIlXdps2EYbq3lzw,657,6.0
658,658,https://www.youtube.com/watch?v=RJMGWu2SfUU,RJMGWu2SfUU,PLNljeYqZrE_ryxWawXj0h_8_j_d2mS36D,UCE3yf1AcIlXdps2EYbq3lzw,658,2.0
659,659,https://www.youtube.com/watch?v=SRGBjXYbimE,SRGBjXYbimE,PLNljeYqZrE_ryxWawXj0h_8_j_d2mS36D,UCE3yf1AcIlXdps2EYbq3lzw,659,0.0
660,660,https://www.youtube.com/watch?v=pAV7xHZ4E0Y,pAV7xHZ4E0Y,PLNljeYqZrE_ryxWawXj0h_8_j_d2mS36D,UCE3yf1AcIlXdps2EYbq3lzw,660,1.0
661,661,https://www.youtube.com/watch?v=O6oS1aTgnYQ,O6oS1aTgnYQ,PLNljeYqZrE_ryxWawXj0h_8_j_d2mS36D,UCE3yf1AcIlXdps2EYbq3lzw,661,12.0
662,662,https://www.youtube.com/watch?v=F9i8srvPKSU,F9i8srvPKSU,PLNljeYqZrE_ryxWawXj0h_8_j_d2mS36D,UCE3yf1AcIlXdps2EYbq3lzw,662,0.0
663,663,https://www.youtube.com/watch?v=PLwkelK2yc4,PLwkelK2yc4,PLNljeYqZrE_ryxWawXj0h_8_j_d2mS36D,UCE3yf1AcIlXdps2EYbq3lzw,663,2.0
664,664,https://www.youtube.com/watch?v=-Uqx3qQDG6U,-Uqx3qQDG6U,PLNljeYqZrE_ryxWawXj0h_8_j_d2mS36D,UCE3yf1AcIlXdps2EYbq3lzw,664,2.0
665,665,https://www.youtube.com/watch?v=6B4hhOlHGYc,6B4hhOlHGYc,PLNljeYqZrE_ryxWawXj0h_8_j_d2mS36D,UCE3yf1AcIlXdps2EYbq3lzw,665,6.0
666,666,https://www.youtube.com/watch?v=rGw1_-lKdGU,rGw1_-lKdGU,PLNljeYqZrE_ryxWawXj0h_8_j_d2mS36D,UCE3yf1AcIlXdps2EYbq3lzw,666,2.0
667,667,https://www.youtube.com/watch?v=F_9bs_1-An4,F_9bs_1-An4,PLNljeYqZrE_ryxWawXj0h_8_j_d2mS36D,UCE3yf1AcIlXdps2EYbq3lzw,667,0.0
668,668,https://www.youtube.com/watch?v=Bbh6rJ8DUPg,Bbh6rJ8DUPg,PLNljeYqZrE_ryxWawXj0h_8_j_d2mS36D,UCE3yf1AcIlXdps2EYbq3lzw,668,0.0
669,669,https://www.youtube.com/watch?v=EguovixPP4Y,EguovixPP4Y,PLNljeYqZrE_ryxWawXj0h_8_j_d2mS36D,UCE3yf1AcIlXdps2EYbq3lzw,669,4.0
670,670,https://www.youtube.com/watch?v=GeQLk9Esm0A,GeQLk9Esm0A,PLNljeYqZrE_ryxWawXj0h_8_j_d2mS36D,UCE3yf1AcIlXdps2EYbq3lzw,670,5.0
671,671,https://www.youtube.com/watch?v=Ba_TO1aWND0,Ba_TO1aWND0,PLNljeYqZrE_ryxWawXj0h_8_j_d2mS36D,UCE3yf1AcIlXdps2EYbq3lzw,671,1.0
672,672,https://www.youtube.com/watch?v=8Pu9atd9LmU,8Pu9atd9LmU,PLNljeYqZrE_ryxWawXj0h_8_j_d2mS36D,UCE3yf1AcIlXdps2EYbq3lzw,672,12.0
673,673,https://www.youtube.com/watch?v=u5GjKHwSMoA,u5GjKHwSMoA,PLNljeYqZrE_ryxWawXj0h_8_j_d2mS36D,UCE3yf1AcIlXdps2EYbq3lzw,673,18.0
674,674,https://www.youtube.com/watch?v=njOixWwyIz0,njOixWwyIz0,PLNljeYqZrE_ryxWawXj0h_8_j_d2mS36D,UCE3yf1AcIlXdps2EYbq3lzw,674,1.0
675,675,https://www.youtube.com/watch?v=kNqWIKTKVDQ,kNqWIKTKVDQ,PLNljeYqZrE_ryxWawXj0h_8_j_d2mS36D,UCE3yf1AcIlXdps2EYbq3lzw,675,0.0
676,676,https://www.youtube.com/watch?v=BuXn6Zuaq0o,BuXn6Zuaq0o,PLNljeYqZrE_ryxWawXj0h_8_j_d2mS36D,UCE3yf1AcIlXdps2EYbq3lzw,676,10.0
677,677,https://www.youtube.com/watch?v=eicXDTsvhDE,eicXDTsvhDE,PLNljeYqZrE_ryxWawXj0h_8_j_d2mS36D,UCE3yf1AcIlXdps2EYbq3lzw,677,3.0
678,678,https://www.youtube.com/watch?v=DnhLYj369Og,DnhLYj369Og,PLNljeYqZrE_ryxWawXj0h_8_j_d2mS36D,UCE3yf1AcIlXdps2EYbq3lzw,678,13.0
679,679,https://www.youtube.com/watch?v=76KBkCDF8Zk,76KBkCDF8Zk,PLNljeYqZrE_ryxWawXj0h_8_j_d2mS36D,UCE3yf1AcIlXdps2EYbq3lzw,679,0.0
680,680,https://www.youtube.com/watch?v=JRxAdoxR3Is,JRxAdoxR3Is,PLNljeYqZrE_ryxWawXj0h_8_j_d2mS36D,UCE3yf1AcIlXdps2EYbq3lzw,680,10.0
681,681,https://www.youtube.com/watch?v=oVdPmybVgNU,oVdPmybVgNU,PLNljeYqZrE_ryxWawXj0h_8_j_d2mS36D,UCE3yf1AcIlXdps2EYbq3lzw,681,0.0
682,682,https://www.youtube.com/watch?v=XznF39h_gzc,XznF39h_gzc,PLNljeYqZrE_ryxWawXj0h_8_j_d2mS36D,UCE3yf1AcIlXdps2EYbq3lzw,682,5.0
683,683,https://www.youtube.com/watch?v=97X7ZULd4Rg,97X7ZULd4Rg,PLNljeYqZrE_ryxWawXj0h_8_j_d2mS36D,UCE3yf1AcIlXdps2EYbq3lzw,683,0.0
684,684,https://www.youtube.com/watch?v=jooy3CQ9TFY,jooy3CQ9TFY,PLNljeYqZrE_ryxWawXj0h_8_j_d2mS36D,UCE3yf1AcIlXdps2EYbq3lzw,684,0.0
685,685,https://www.youtube.com/watch?v=hBB8Uq74Zqo,hBB8Uq74Zqo,PLNljeYqZrE_ryxWawXj0h_8_j_d2mS36D,UCE3yf1AcIlXdps2EYbq3lzw,685,5.0
686,686,https://www.youtube.com/watch?v=igY3pd61WzQ,igY3pd61WzQ,PLNljeYqZrE_ryxWawXj0h_8_j_d2mS36D,UCE3yf1AcIlXdps2EYbq3lzw,686,4.0
687,687,https://www.youtube.com/watch?v=_QIenrPKjyY,_QIenrPKjyY,PLNljeYqZrE_ryxWawXj0h_8_j_d2mS36D,UCE3yf1AcIlXdps2EYbq3lzw,687,0.0
688,688,https://www.youtube.com/watch?v=DGsaXkuzDZc,DGsaXkuzDZc,PLNljeYqZrE_ryxWawXj0h_8_j_d2mS36D,UCE3yf1AcIlXdps2EYbq3lzw,688,0.0
689,689,https://www.youtube.com/watch?v=8oZ1p90n4p8,8oZ1p90n4p8,PLNljeYqZrE_ryxWawXj0h_8_j_d2mS36D,UCE3yf1AcIlXdps2EYbq3lzw,689,6.0
690,690,https://www.youtube.com/watch?v=FTggJJfOulA,FTggJJfOulA,PLNljeYqZrE_ryxWawXj0h_8_j_d2mS36D,UCE3yf1AcIlXdps2EYbq3lzw,690,13.0
691,691,https://www.youtube.com/watch?v=G03EU2rf8uE,G03EU2rf8uE,PLNljeYqZrE_ryxWawXj0h_8_j_d2mS36D,UCE3yf1AcIlXdps2EYbq3lzw,691,0.0
692,692,https://www.youtube.com/watch?v=3nxmyThW5yQ,3nxmyThW5yQ,PLNljeYqZrE_ryxWawXj0h_8_j_d2mS36D,UCE3yf1AcIlXdps2EYbq3lzw,692,14.0
693,693,https://www.youtube.com/watch?v=OZQ4QpSKv4Y,OZQ4QpSKv4Y,PLNljeYqZrE_ryxWawXj0h_8_j_d2mS36D,UCE3yf1AcIlXdps2EYbq3lzw,693,3.0
694,694,https://www.youtube.com/watch?v=NQPreLg9Krw,NQPreLg9Krw,PLNljeYqZrE_ryxWawXj0h_8_j_d2mS36D,UCE3yf1AcIlXdps2EYbq3lzw,694,0.0
695,695,https://www.youtube.com/watch?v=9RpOCND_NK8,9RpOCND_NK8,PLNljeYqZrE_ryxWawXj0h_8_j_d2mS36D,UCE3yf1AcIlXdps2EYbq3lzw,695,17.0
696,696,https://www.youtube.com/watch?v=TQmWeu2B_MA,TQmWeu2B_MA,PLNljeYqZrE_ryxWawXj0h_8_j_d2mS36D,UCE3yf1AcIlXdps2EYbq3lzw,696,6.0
697,697,https://www.youtube.com/watch?v=Tvboib4RNAI,Tvboib4RNAI,PLNljeYqZrE_ryxWawXj0h_8_j_d2mS36D,UCE3yf1AcIlXdps2EYbq3lzw,697,4.0
698,698,https://www.youtube.com/watch?v=skjv3TDm3WM,skjv3TDm3WM,PLNljeYqZrE_ryxWawXj0h_8_j_d2mS36D,UCE3yf1AcIlXdps2EYbq3lzw,698,2.0
699,699,https://www.youtube.com/watch?v=XoI_QCu27ac,XoI_QCu27ac,PLNljeYqZrE_ryxWawXj0h_8_j_d2mS36D,UCE3yf1AcIlXdps2EYbq3lzw,699,3.0
700,700,https://www.youtube.com/watch?v=1Cx5MLs5rxo,1Cx5MLs5rxo,PLNljeYqZrE_ryxWawXj0h_8_j_d2mS36D,UCE3yf1AcIlXdps2EYbq3lzw,700,0.0
701,701,https://www.youtube.com/watch?v=AKyB1O-MBuk,AKyB1O-MBuk,PLNljeYqZrE_ryxWawXj0h_8_j_d2mS36D,UCE3yf1AcIlXdps2EYbq3lzw,701,7.0
702,702,https://www.youtube.com/watch?v=Zlvm7m8RT-Q,Zlvm7m8RT-Q,PLNljeYqZrE_ryxWawXj0h_8_j_d2mS36D,UCE3yf1AcIlXdps2EYbq3lzw,702,9.0
703,703,https://www.youtube.com/watch?v=4B4duHRKJTM,4B4duHRKJTM,PLNljeYqZrE_ryxWawXj0h_8_j_d2mS36D,UCE3yf1AcIlXdps2EYbq3lzw,703,9.0
704,704,https://www.youtube.com/watch?v=Mp7nRvxASPc,Mp7nRvxASPc,PLNljeYqZrE_ryxWawXj0h_8_j_d2mS36D,UCE3yf1AcIlXdps2EYbq3lzw,704,0.0
705,705,https://www.youtube.com/watch?v=T-mIyZ_SX60,T-mIyZ_SX60,PLNljeYqZrE_ryxWawXj0h_8_j_d2mS36D,UCE3yf1AcIlXdps2EYbq3lzw,705,12.0
706,706,https://www.youtube.com/watch?v=lJZaYaNOUGk,lJZaYaNOUGk,PLNljeYqZrE_ryxWawXj0h_8_j_d2mS36D,UCE3yf1AcIlXdps2EYbq3lzw,706,0.0
707,707,https://www.youtube.com/watch?v=_3jxWC-t6vE,_3jxWC-t6vE,PLNljeYqZrE_ryxWawXj0h_8_j_d2mS36D,UCE3yf1AcIlXdps2EYbq3lzw,707,10.0
708,708,https://www.youtube.com/watch?v=pIkAluwp1YQ,pIkAluwp1YQ,PLNljeYqZrE_ryxWawXj0h_8_j_d2mS36D,UCE3yf1AcIlXdps2EYbq3lzw,708,33.0
709,709,https://www.youtube.com/watch?v=twNsZ9k7OGA,twNsZ9k7OGA,PLNljeYqZrE_ryxWawXj0h_8_j_d2mS36D,UCE3yf1AcIlXdps2EYbq3lzw,709,1.0
710,710,https://www.youtube.com/watch?v=Nd0BS7ZjnCQ,Nd0BS7ZjnCQ,PLNljeYqZrE_ryxWawXj0h_8_j_d2mS36D,UCE3yf1AcIlXdps2EYbq3lzw,710,1.0
711,711,https://www.youtube.com/watch?v=ZCuF7Z6OYlw,ZCuF7Z6OYlw,PLNljeYqZrE_ryxWawXj0h_8_j_d2mS36D,UCE3yf1AcIlXdps2EYbq3lzw,711,3.0
712,712,https://www.youtube.com/watch?v=mw7qltwz_rs,mw7qltwz_rs,PLNljeYqZrE_ryxWawXj0h_8_j_d2mS36D,UCE3yf1AcIlXdps2EYbq3lzw,712,5.0
713,713,https://www.youtube.com/watch?v=_mSBNr8YMww,_mSBNr8YMww,PLNljeYqZrE_ryxWawXj0h_8_j_d2mS36D,UCE3yf1AcIlXdps2EYbq3lzw,713,6.0
714,714,https://www.youtube.com/watch?v=_ZSmOCIlm2U,_ZSmOCIlm2U,PLNljeYqZrE_ryxWawXj0h_8_j_d2mS36D,UCE3yf1AcIlXdps2EYbq3lzw,714,0.0
715,715,https://www.youtube.com/watch?v=-ovlmL1T5FA,-ovlmL1T5FA,PLNljeYqZrE_ryxWawXj0h_8_j_d2mS36D,UCE3yf1AcIlXdps2EYbq3lzw,715,0.0
716,716,https://www.youtube.com/watch?v=VnR9G_nweMg,VnR9G_nweMg,PLNljeYqZrE_ryxWawXj0h_8_j_d2mS36D,UCE3yf1AcIlXdps2EYbq3lzw,716,1.0
717,717,https://www.youtube.com/watch?v=giha1Pcq4so,giha1Pcq4so,PLNljeYqZrE_ryxWawXj0h_8_j_d2mS36D,UCE3yf1AcIlXdps2EYbq3lzw,717,3.0
718,718,https://www.youtube.com/watch?v=6tEhVoGCfO0,6tEhVoGCfO0,PLNljeYqZrE_ryxWawXj0h_8_j_d2mS36D,UCE3yf1AcIlXdps2EYbq3lzw,718,0.0
719,719,https://www.youtube.com/watch?v=yZFvS9WBkT0,yZFvS9WBkT0,PLNljeYqZrE_ryxWawXj0h_8_j_d2mS36D,UCE3yf1AcIlXdps2EYbq3lzw,719,3.0
720,720,https://www.youtube.com/watch?v=o3v9VVBDu-w,o3v9VVBDu-w,PLNljeYqZrE_ryxWawXj0h_8_j_d2mS36D,UCE3yf1AcIlXdps2EYbq3lzw,720,5.0
721,721,https://www.youtube.com/watch?v=91ssqDcoo1U,91ssqDcoo1U,PLNljeYqZrE_ryxWawXj0h_8_j_d2mS36D,UCE3yf1AcIlXdps2EYbq3lzw,721,0.0
722,722,https://www.youtube.com/watch?v=rXOVs4OwlLI,rXOVs4OwlLI,PLNljeYqZrE_ryxWawXj0h_8_j_d2mS36D,UCE3yf1AcIlXdps2EYbq3lzw,722,1.0
723,723,https://www.youtube.com/watch?v=xMK76kYFVgs,xMK76kYFVgs,PLNljeYqZrE_ryxWawXj0h_8_j_d2mS36D,UCE3yf1AcIlXdps2EYbq3lzw,723,15.0
724,724,https://www.youtube.com/watch?v=8ehjPi87NYc,8ehjPi87NYc,PLNljeYqZrE_ryxWawXj0h_8_j_d2mS36D,UCE3yf1AcIlXdps2EYbq3lzw,724,0.0
725,725,https://www.youtube.com/watch?v=fBm4gvZxfGM,fBm4gvZxfGM,PLNljeYqZrE_ryxWawXj0h_8_j_d2mS36D,UCE3yf1AcIlXdps2EYbq3lzw,725,0.0
726,726,https://www.youtube.com/watch?v=Wiy60JlzAhs,Wiy60JlzAhs,PLNljeYqZrE_ryxWawXj0h_8_j_d2mS36D,UCE3yf1AcIlXdps2EYbq3lzw,726,0.0
727,727,https://www.youtube.com/watch?v=WjccW0RoPDA,WjccW0RoPDA,PLNljeYqZrE_ryxWawXj0h_8_j_d2mS36D,UCE3yf1AcIlXdps2EYbq3lzw,727,1.0
728,728,https://www.youtube.com/watch?v=ZxamfcfqFKA,ZxamfcfqFKA,PLNljeYqZrE_ryxWawXj0h_8_j_d2mS36D,UCE3yf1AcIlXdps2EYbq3lzw,728,1.0
729,729,https://www.youtube.com/watch?v=8j0PVym_mJs,8j0PVym_mJs,PLNljeYqZrE_ryxWawXj0h_8_j_d2mS36D,UCE3yf1AcIlXdps2EYbq3lzw,729,6.0
730,730,https://www.youtube.com/watch?v=8jsrmcsWULQ,8jsrmcsWULQ,PLNljeYqZrE_ryxWawXj0h_8_j_d2mS36D,UCE3yf1AcIlXdps2EYbq3lzw,730,0.0
731,731,https://www.youtube.com/watch?v=jEyFkl7ReIc,jEyFkl7ReIc,PLNljeYqZrE_ryxWawXj0h_8_j_d2mS36D,UCE3yf1AcIlXdps2EYbq3lzw,731,8.0
732,732,https://www.youtube.com/watch?v=R5qrNB-Q6NE,R5qrNB-Q6NE,PLNljeYqZrE_ryxWawXj0h_8_j_d2mS36D,UCE3yf1AcIlXdps2EYbq3lzw,732,5.0
733,733,https://www.youtube.com/watch?v=vUEYmWqt5p8,vUEYmWqt5p8,PLNljeYqZrE_ryxWawXj0h_8_j_d2mS36D,UCE3yf1AcIlXdps2EYbq3lzw,733,0.0
734,734,https://www.youtube.com/watch?v=XzeLO1pIoIk,XzeLO1pIoIk,PLNljeYqZrE_ryxWawXj0h_8_j_d2mS36D,UCE3yf1AcIlXdps2EYbq3lzw,734,6.0
735,735,https://www.youtube.com/watch?v=Hnb__1QLq2E,Hnb__1QLq2E,PLNljeYqZrE_ryxWawXj0h_8_j_d2mS36D,UCE3yf1AcIlXdps2EYbq3lzw,735,0.0
736,736,https://www.youtube.com/watch?v=c-TrOSe8ILA,c-TrOSe8ILA,PLNljeYqZrE_ryxWawXj0h_8_j_d2mS36D,UCE3yf1AcIlXdps2EYbq3lzw,736,0.0
737,737,https://www.youtube.com/watch?v=7NwmA2r79nc,7NwmA2r79nc,PLNljeYqZrE_ryxWawXj0h_8_j_d2mS36D,UCE3yf1AcIlXdps2EYbq3lzw,737,0.0
738,738,https://www.youtube.com/watch?v=hvXoSLxKA8A,hvXoSLxKA8A,PLNljeYqZrE_ryxWawXj0h_8_j_d2mS36D,UCE3yf1AcIlXdps2EYbq3lzw,738,0.0
739,739,https://www.youtube.com/watch?v=f-kc8tb8Y5U,f-kc8tb8Y5U,PLNljeYqZrE_ryxWawXj0h_8_j_d2mS36D,UCE3yf1AcIlXdps2EYbq3lzw,739,0.0
740,740,https://www.youtube.com/watch?v=quCH65jgjME,quCH65jgjME,PLNljeYqZrE_ryxWawXj0h_8_j_d2mS36D,UCE3yf1AcIlXdps2EYbq3lzw,740,0.0
741,741,https://www.youtube.com/watch?v=hDa3cvvgdRc,hDa3cvvgdRc,PLNljeYqZrE_ryxWawXj0h_8_j_d2mS36D,UCE3yf1AcIlXdps2EYbq3lzw,741,2.0
742,742,https://www.youtube.com/watch?v=2N_HZUNhM8s,2N_HZUNhM8s,PLNljeYqZrE_ryxWawXj0h_8_j_d2mS36D,UCE3yf1AcIlXdps2EYbq3lzw,742,0.0
743,743,https://www.youtube.com/watch?v=KTSYBPFNIrg,KTSYBPFNIrg,PLNljeYqZrE_ryxWawXj0h_8_j_d2mS36D,UCE3yf1AcIlXdps2EYbq3lzw,743,3.0
744,744,https://www.youtube.com/watch?v=0hU9NsM6REs,0hU9NsM6REs,PLNljeYqZrE_ryxWawXj0h_8_j_d2mS36D,UCE3yf1AcIlXdps2EYbq3lzw,744,1.0
745,745,https://www.youtube.com/watch?v=iF5Hocs6TKA,iF5Hocs6TKA,PLNljeYqZrE_ryxWawXj0h_8_j_d2mS36D,UCE3yf1AcIlXdps2EYbq3lzw,745,0.0
746,746,https://www.youtube.com/watch?v=_vrPWMWdo5o,_vrPWMWdo5o,PLNljeYqZrE_ryxWawXj0h_8_j_d2mS36D,UCE3yf1AcIlXdps2EYbq3lzw,746,11.0
747,747,https://www.youtube.com/watch?v=k6BAwcRoDzs,k6BAwcRoDzs,PLNljeYqZrE_ryxWawXj0h_8_j_d2mS36D,UCE3yf1AcIlXdps2EYbq3lzw,747,0.0
748,748,https://www.youtube.com/watch?v=jNRgh4gszKc,jNRgh4gszKc,PLNljeYqZrE_ryxWawXj0h_8_j_d2mS36D,UCE3yf1AcIlXdps2EYbq3lzw,748,0.0
749,749,https://www.youtube.com/watch?v=7zDJZGlTUjE,7zDJZGlTUjE,PLNljeYqZrE_ryxWawXj0h_8_j_d2mS36D,UCE3yf1AcIlXdps2EYbq3lzw,749,1.0
750,750,https://www.youtube.com/watch?v=3BiE-7BJVks,3BiE-7BJVks,PLNljeYqZrE_ryxWawXj0h_8_j_d2mS36D,UCE3yf1AcIlXdps2EYbq3lzw,750,0.0
751,751,https://www.youtube.com/watch?v=5duqKnHiGT0,5duqKnHiGT0,PLNljeYqZrE_ryxWawXj0h_8_j_d2mS36D,UCE3yf1AcIlXdps2EYbq3lzw,751,2.0
752,752,https://www.youtube.com/watch?v=Y5OkVuRbGIA,Y5OkVuRbGIA,PLNljeYqZrE_ryxWawXj0h_8_j_d2mS36D,UCE3yf1AcIlXdps2EYbq3lzw,752,0.0
753,753,https://www.youtube.com/watch?v=QAMn8vGu-KE,QAMn8vGu-KE,PLNljeYqZrE_ryxWawXj0h_8_j_d2mS36D,UCE3yf1AcIlXdps2EYbq3lzw,753,2.0
754,754,https://www.youtube.com/watch?v=vA9jLdF-YlM,vA9jLdF-YlM,PLNljeYqZrE_ryxWawXj0h_8_j_d2mS36D,UCE3yf1AcIlXdps2EYbq3lzw,754,0.0
755,755,https://www.youtube.com/watch?v=2WFJ2j2a-68,2WFJ2j2a-68,PLNljeYqZrE_ryxWawXj0h_8_j_d2mS36D,UCE3yf1AcIlXdps2EYbq3lzw,755,5.0
756,756,https://www.youtube.com/watch?v=PQ5oiuaOGmA,PQ5oiuaOGmA,PLNljeYqZrE_ryxWawXj0h_8_j_d2mS36D,UCE3yf1AcIlXdps2EYbq3lzw,756,2.0
757,757,https://www.youtube.com/watch?v=wiRoAU3mBI8,wiRoAU3mBI8,PLNljeYqZrE_ryxWawXj0h_8_j_d2mS36D,UCE3yf1AcIlXdps2EYbq3lzw,757,0.0
758,758,https://www.youtube.com/watch?v=C4BqfM8wJks,C4BqfM8wJks,PLNljeYqZrE_ryxWawXj0h_8_j_d2mS36D,UCE3yf1AcIlXdps2EYbq3lzw,758,0.0
759,759,https://www.youtube.com/watch?v=audsqRN2I54,audsqRN2I54,PLNljeYqZrE_ryxWawXj0h_8_j_d2mS36D,UCE3yf1AcIlXdps2EYbq3lzw,759,0.0
760,760,https://www.youtube.com/watch?v=oRNHz9-hBws,oRNHz9-hBws,PLNljeYqZrE_ryxWawXj0h_8_j_d2mS36D,UCE3yf1AcIlXdps2EYbq3lzw,760,3.0
761,761,https://www.youtube.com/watch?v=23ZBAAM0oT4,23ZBAAM0oT4,PLNljeYqZrE_ryxWawXj0h_8_j_d2mS36D,UCE3yf1AcIlXdps2EYbq3lzw,761,0.0
762,762,https://www.youtube.com/watch?v=e0GhBmz3zmE,e0GhBmz3zmE,PLNljeYqZrE_ryxWawXj0h_8_j_d2mS36D,UCE3yf1AcIlXdps2EYbq3lzw,762,0.0
763,763,https://www.youtube.com/watch?v=xO4SHsSeVHw,xO4SHsSeVHw,PLNljeYqZrE_ryxWawXj0h_8_j_d2mS36D,UCE3yf1AcIlXdps2EYbq3lzw,763,0.0
764,764,https://www.youtube.com/watch?v=ruAr2EZQnLc,ruAr2EZQnLc,PLNljeYqZrE_ryxWawXj0h_8_j_d2mS36D,UCE3yf1AcIlXdps2EYbq3lzw,764,0.0
765,765,https://www.youtube.com/watch?v=lI2rD1XVw6U,lI2rD1XVw6U,PLNljeYqZrE_ryxWawXj0h_8_j_d2mS36D,UCE3yf1AcIlXdps2EYbq3lzw,765,0.0
766,766,https://www.youtube.com/watch?v=ogJAX1Q7BSs,ogJAX1Q7BSs,PLNljeYqZrE_ryxWawXj0h_8_j_d2mS36D,UCE3yf1AcIlXdps2EYbq3lzw,766,0.0
767,767,https://www.youtube.com/watch?v=5K-556nc99Y,5K-556nc99Y,PLNljeYqZrE_ryxWawXj0h_8_j_d2mS36D,UCE3yf1AcIlXdps2EYbq3lzw,767,0.0
768,768,https://www.youtube.com/watch?v=67xRqa_ko48,67xRqa_ko48,PLNljeYqZrE_ryxWawXj0h_8_j_d2mS36D,UCE3yf1AcIlXdps2EYbq3lzw,768,23.0
769,769,https://www.youtube.com/watch?v=ag4kqKd_vy4,ag4kqKd_vy4,PLNljeYqZrE_ryxWawXj0h_8_j_d2mS36D,UCE3yf1AcIlXdps2EYbq3lzw,769,9.0
770,770,https://www.youtube.com/watch?v=vnz313douK8,vnz313douK8,PLNljeYqZrE_ryxWawXj0h_8_j_d2mS36D,UCE3yf1AcIlXdps2EYbq3lzw,770,8.0
771,771,https://www.youtube.com/watch?v=tDytkARIPrU,tDytkARIPrU,PLNljeYqZrE_ryxWawXj0h_8_j_d2mS36D,UCE3yf1AcIlXdps2EYbq3lzw,771,1.0
772,772,https://www.youtube.com/watch?v=c0icLh0M6jM,c0icLh0M6jM,PLNljeYqZrE_ryxWawXj0h_8_j_d2mS36D,UCE3yf1AcIlXdps2EYbq3lzw,772,0.0
773,773,https://www.youtube.com/watch?v=SK1GMV7_WIQ,SK1GMV7_WIQ,PLNljeYqZrE_ryxWawXj0h_8_j_d2mS36D,UCE3yf1AcIlXdps2EYbq3lzw,773,3.0
774,774,https://www.youtube.com/watch?v=YARZ0xlNRBQ,YARZ0xlNRBQ,PLNljeYqZrE_ryxWawXj0h_8_j_d2mS36D,UCE3yf1AcIlXdps2EYbq3lzw,774,1.0
775,775,https://www.youtube.com/watch?v=uOjpdD40nRY,uOjpdD40nRY,PLNljeYqZrE_ryxWawXj0h_8_j_d2mS36D,UCE3yf1AcIlXdps2EYbq3lzw,775,3.0
776,776,https://www.youtube.com/watch?v=jyXNlonMsu4,jyXNlonMsu4,PLNljeYqZrE_ryxWawXj0h_8_j_d2mS36D,UCE3yf1AcIlXdps2EYbq3lzw,776,0.0
777,777,https://www.youtube.com/watch?v=IE4x5cNFENs,IE4x5cNFENs,PLNljeYqZrE_ryxWawXj0h_8_j_d2mS36D,UCE3yf1AcIlXdps2EYbq3lzw,777,0.0
778,778,https://www.youtube.com/watch?v=X3sYlJdQzZ4,X3sYlJdQzZ4,PLNljeYqZrE_ryxWawXj0h_8_j_d2mS36D,UCE3yf1AcIlXdps2EYbq3lzw,778,0.0
779,779,https://www.youtube.com/watch?v=x14do6EBbbI,x14do6EBbbI,PLNljeYqZrE_ryxWawXj0h_8_j_d2mS36D,UCE3yf1AcIlXdps2EYbq3lzw,779,0.0
