,Unnamed: 0,video_id,index,extracted
2026,7973,5KrDAXL4wHg,2026,4.0
2027,7972,JqUN65-YPb8,2027,0.0
2028,7971,T5Ui8FpfuII,2028,
2029,7970,iZyTQrYYLlk,2029,0.0
2030,7969,81t3ArYFeUw,2030,
2031,7968,hSOJyr3J3Ms,2031,
2032,7967,aX6f13sinWM,2032,
2033,7966,AjlRWAvTlAs,2033,
2034,7965,IiYO06ley6U,2034,
2035,7964,MIE8jJm7xps,2035,
2036,7963,mmDuWBXqNlo,2036,
2037,7962,NxAvHZuHYr8,2037,
2038,7961,EejlOLjQILk,2038,0.0
2039,7960,tu6vb09QBD0,2039,
2040,7959,4sL6J_kstWM,2040,3.0
2041,7958,Z5o7UiwiCXU,2041,
2042,7957,_Sj9STpiaIg,2042,
2043,7956,iK6T48kFbvI,2043,
2044,7955,aUX_IrVwU30,2044,12.0
2045,7954,DqN1ilD__r0,2045,0.0
2046,7953,jPdMEpwL0DA,2046,3.0
2047,7952,aL0crOF8QAM,2047,
2048,7951,ygaYnZh5FUI,2048,
2049,7950,Lip2yJH56i8,2049,1.0
2050,7949,kyx8mBV3xfc,2050,
2051,7948,zIOBYsVuuFs,2051,
2052,7947,KbbSlwp1Tkw,2052,
2053,7946,MFgIQRdUcj4,2053,
2054,7945,6LIz0pvQ4Ls,2054,0.0
2055,7944,NOw6PqkLtLA,2055,0.0
2056,7943,twtksp4e7AY,2056,
2057,7942,VZX0-RBd5qs,2057,2.0
2058,7941,wEFGSKrsL2g,2058,
2059,7940,pzgbagm2Gic,2059,
2060,7939,_6BaA5BBeWA,2060,
2061,7938,sdjEhyPK_1Q,2061,
2062,7937,B-za6RlvZ6I,2062,
2063,7936,GXhPKmnPIgs,2063,2.0
2064,7935,qjaxYETrwe8,2064,3.0
2065,7934,qwoW4u4xsHc,2065,9.0
2066,7933,JymkvrKTjzY,2066,
2067,7932,PZp9vasOjeA,2067,0.0
2068,7931,qK98K6dJIGQ,2068,12.0
2069,7930,TvT6lmAa4-I,2069,3.0
2070,7929,TVwAPS4_OI8,2070,9.0
2071,7928,5dDDbpngiNg,2071,
2072,7927,KLR9XdCQco4,2072,0.0
2073,7926,LhCd3Dze8qs,2073,7.0
2074,7925,HK4oe6Hi91E,2074,9.0
2075,7924,yp0IKQt059I,2075,
2076,7923,bPQhlGkhd64,2076,
2077,7922,PwjWcMhrhNU,2077,1.0
2078,7921,L__x5imBRvw,2078,
2079,7920,Xr4ABgQIFbM,2079,
2080,7919,eZ3VyMb_R-w,2080,4.0
2081,7918,oOFssKiUdQI,2081,0.0
2082,7917,6Y_-DON-NQw,2082,2.0
2083,7916,Nf3Cnt5cy3A,2083,3.0
2084,7915,s274BnC77m0,2084,
2085,7914,nSphvMML6H0,2085,
2086,7913,JyiZzJIxW18,2086,
2087,7912,wyZ7mawsj8M,2087,4.0
2088,7911,59-3D0HIDAc,2088,
2089,7910,JSi-Hkrk2Rw,2089,
2090,7909,Gl0-fJ6MsGw,2090,
2091,7908,07kQAvE3vuo,2091,
2092,7907,9E8qRd8Z_24,2092,
2093,7906,oI5aXPZvUQg,2093,
2094,7905,6LuoKGfmycM,2094,0.0
2095,7904,l6HJFWf0OUI,2095,
2096,7903,9ozO57RchWQ,2096,
2097,7902,UC5eJLAtt4c,2097,
2098,7901,GIy38_urVUc,2098,
2099,7900,rqeju3cNlO4,2099,
2100,7899,kAYM2wsdU0k,2100,7.0
2101,7898,EMuGuCIvesM,2101,
2102,7897,9avZ8ZNxBVg,2102,3.0
2103,7896,feqvHs5UWj8,2103,
2104,7895,IUN9XXno-5E,2104,
2105,7894,n5J_cFK5cNQ,2105,0.0
2106,7893,IVablEuV8ek,2106,11.0
2107,7892,Np_RJCClXs4,2107,0.0
2108,7891,biiaryd-lb8,2108,
2109,7890,P-C2ldHBTg0,2109,
2110,7889,T_zNuG5reyE,2110,0.0
2111,7888,i0-RPZkYpZQ,2111,1.0
2112,7887,MsRmb_GkhxE,2112,
2113,7886,MmosoIldjHA,2113,0.0
2114,7885,JxikrX0AHNk,2114,3.0
2115,7884,liRljfpty5k,2115,
2116,7883,vOU6xfpvo0A,2116,0.0
2117,7882,kAsXyboqohQ,2117,
2118,7881,bbAsKwF_jwk,2118,
2119,7880,9368chV_FI0,2119,
2120,7879,MM85APb8z6M,2120,
2121,7878,m_Ku5s0xNOY,2121,
2122,7877,AcBAYAknTjw,2122,4.0
2123,7876,0fbvGv_WY0o,2123,2.0
2124,7875,7_e3_ErqpSo,2124,
2125,7874,MZBwf17URb0,2125,
2126,7873,KRns2dlLZcM,2126,
2127,7872,ub4yRmEHf-w,2127,1.0
2128,7871,osRcP9DYjAQ,2128,
2129,7870,OFQ8BFMYlME,2129,0.0
2130,7869,7wymQZVi_1o,2130,2.0
2131,7868,bSxHRD6iitI,2131,
2132,7867,yyLQN4d4aio,2132,9.0
2133,7866,yMfC8zWVZ-c,2133,
2134,7865,330txPNSfT4,2134,12.0
2135,7864,DcpH_hGf6SY,2135,
2136,7863,CbZJ3QPSP6A,2136,
2137,7862,sFzKDdQl94Y,2137,
2138,7861,P1jFZpdwu5o,2138,
2139,7860,NNoDXB1SVyw,2139,
2140,7859,inaavTw2Spw,2140,
2141,7858,x8BURHlvZlw,2141,6.0
2142,7857,950S7crXNBM,2142,
2143,7856,qKGPA9B1FHk,2143,3.0
2144,7855,84afMweuxZ0,2144,
2145,7854,TnJ-Q-ZAM5c,2145,
2146,7853,VNa-3c0mbYw,2146,3.0
2147,7852,XLS54lyMUW4,2147,0.0
2148,7851,XWaEKeodX00,2148,7.0
2149,7850,33Kq5v1fsQI,2149,
2150,7849,AkI38qHSbiA,2150,
2151,7848,GBIfI2t07aA,2151,
2152,7847,WuRzSEeoFwA,2152,
2153,7846,tzRSnF1b3kc,2153,
2154,7845,DKjDHDXFsX4,2154,
2155,7844,1-e2gRE3X6s,2155,1.0
2156,7843,TMz3CX12qfk,2156,
2157,7842,uaGOmklgPgc,2157,1.0
2158,7841,aDkp7sgi_Kk,2158,
2159,7840,6ML6nCK0D2s,2159,16.0
2160,7839,BSfAADWek98,2160,
2161,7838,75L7Zf2BDNQ,2161,
2162,7837,ajrAkuhz-WE,2162,0.0
2163,7836,0cLF0brKB9g,2163,
2164,7835,5jswwgdsuMQ,2164,
2165,7834,7xlHrWfpdHI,2165,
2166,7833,983LnsVKaOo,2166,6.0
2167,7832,7WVJVx_A18s,2167,
2168,7831,wg1nC-Wy-AA,2168,
2169,7830,aDmjkC2SMNw,2169,4.0
2170,7829,27hs7NXkU6s,2170,
2171,7828,32Hk7SaE4rw,2171,0.0
2172,7827,ZEpUGFj6onE,2172,
2173,7826,zYgyL9Jy5hg,2173,0.0
2174,7825,UEnuZgab7Bo,2174,
2175,7824,8TwhJuYP9y8,2175,
2176,7823,ZuO3qDRXBpU,2176,
2177,7822,m8tmvvSwHV0,2177,
2178,7821,sxHyY2wv_vE,2178,3.0
2179,7820,AWNHQuh0hKo,2179,
2180,7819,6_mA4ud9CxM,2180,
2181,7818,KIiipG6uqtA,2181,3.0
2182,7817,lFc14utM25Y,2182,0.0
2183,7816,oDtI4a5M6pM,2183,
2184,7815,PxZwCP6eVho,2184,0.0
2185,7814,Df1yNFCY4Yw,2185,
2186,7813,ngE9KNOt2IQ,2186,0.0
2187,7812,ujXvNhUXoHg,2187,
2188,7811,YY9uyGE3mEs,2188,1.0
2189,7810,S_RuflIuUdo,2189,
2190,7809,xqiWmG5F31w,2190,4.0
2191,7808,G4LswtwURcE,2191,
2192,7807,P0UlXk4WZmA,2192,1.0
2193,7806,GvOTHobdarE,2193,
2194,7805,eAsDZfdimGs,2194,2.0
2195,7804,uc4ZoJzjmZ8,2195,0.0
2196,7803,sAbAOlk61bQ,2196,
2197,7802,QiP9GOUxUh0,2197,
2198,7801,bJ7HDxvyyiw,2198,
2199,7800,GxHpgtPTY-c,2199,
2200,7799,AVZJlHA9g98,2200,
2201,7798,Zu_gLw0zkhY,2201,
2202,7797,N_cArtyY-Kk,2202,0.0
2203,7796,9PijHs4znWw,2203,2.0
2204,7795,00wrXT3dF9M,2204,6.0
2205,7794,QJCr8X7d7JQ,2205,
2206,7793,pE5WzSWZ9Ns,2206,
2207,7792,O2-QNwMS0_k,2207,5.0
2208,7791,UTxWM0wb_ww,2208,
2209,7790,4qldGi5iIOE,2209,
2210,7789,kZvpcK2Mm9k,2210,
2211,7788,RUNS3VoJ3mM,2211,
2212,7787,XrUgaTqjPOA,2212,
2213,7786,a4vLoBoPHZM,2213,
2214,7785,OvU-TQXewWA,2214,
2215,7784,4V8tsdR-hTk,2215,1.0
2216,7783,Q7GsrJkSkLU,2216,1.0
2217,7782,VMdwiSLM9FU,2217,3.0
2218,7781,D4baMK80hBI,2218,
2219,7780,V5YzsSVPycg,2219,
2220,7779,vkGHAKtrdwM,2220,0.0
2221,7778,WV91H38KOZY,2221,0.0
2222,7777,vxS9zfi35Rs,2222,0.0
2223,7776,RoBd9x8PEsk,2223,
2224,7775,x9YiVAkMWM8,2224,
2225,7774,5B6598eOz58,2225,
2226,7773,cYMmCZgZ-K0,2226,
2227,7772,XEUPVE2U1os,2227,
2228,7771,owE4pdCvKdU,2228,5.0
2229,7770,urirDG8p7zw,2229,0.0
2230,7769,9UHMATwbXgc,2230,5.0
2231,7768,pkO9kl8PjG8,2231,3.0
2232,7767,abOuBvUfQk4,2232,3.0
2233,7766,U5sx3y7Y_eQ,2233,
2234,7765,cEvAIcfBOQs,2234,0.0
2235,7764,vZjqkhGE37M,2235,
2236,7763,cMQ1rV2JxbM,2236,13.0
2237,7762,DsWRRP5ZEWc,2237,3.0
2238,7761,SBk22UhcJIo,2238,
2239,7760,XBPFwGV21Yw,2239,0.0
2240,7759,4oP8Tl_NdVE,2240,
2241,7758,u_KKTCSWF1w,2241,12.0
2242,7757,rcAkEKYbyY4,2242,
2243,7756,dUc1FqmqFAc,2243,2.0
2244,7755,UpWlMY0rXR0,2244,
2245,7754,7Xs-gsJg7vE,2245,
2246,7753,xyVcITXRHD8,2246,
2247,7752,0YTgQ30w0XM,2247,
2248,7751,H2-tdaK6hVw,2248,
2249,7750,O0nG-ZBOuUY,2249,0.0
2250,7749,emjBVdXapIk,2250,0.0
2251,7748,M-59CE8KADE,2251,10.0
2252,7747,SiuKymSQsRk,2252,5.0
2253,7746,0KZloiQ0bkc,2253,0.0
2254,7745,NbHx8RrDMtc,2254,2.0
2255,7744,URAGfjlQZ8w,2255,
2256,7743,vl0MGOGqT2Y,2256,
2257,7742,GN0NsexMd6I,2257,
2258,7741,UNWG0ACdu9U,2258,4.0
2259,7740,ywTBaXNqDB4,2259,
2260,7739,LrvLh97D9ME,2260,
2261,7738,iiTE0zj64jQ,2261,
2262,7737,R5gBeEC3l4o,2262,
2263,7736,CuVslmnXX64,2263,
2264,7735,j6y55toOjNQ,2264,
2265,7734,wW9Re5cVrzI,2265,16.0
2266,7733,MooIncBRR4Y,2266,0.0
2267,7732,8UIl0Oi6IIU,2267,16.0
2268,7731,cQf2pPsDc0Y,2268,2.0
2269,7730,mF0vzzBvW5M,2269,5.0
2270,7729,OxPXb_jAVbk,2270,3.0
2271,7728,4puFhktZZzY,2271,
2272,7727,9w8m7e9FV_Q,2272,
2273,7726,I5ktH17A5d0,2273,
2274,7725,8kGzJCThX1s,2274,
2275,7724,4YhxVuEiaA0,2275,
2276,7723,EFdX-JzbjTQ,2276,
2277,7722,8j6qurtekws,2277,0.0
2278,7721,FLaTbHsYy8o,2278,1.0
2279,7720,Yiicxg8UlV0,2279,
2280,7719,xFUEL4sNoUg,2280,
2281,7718,akzN86s15hY,2281,
2282,7717,mwk8HIIqrOo,2282,
2283,7716,NqBqXKmxtXI,2283,
2284,7715,SCoq5Ru5fLU,2284,0.0
2285,7714,X8XQop9Vpsk,2285,2.0
2286,7713,fcl3D4o8nPA,2286,
2287,7712,aLWEQY__9Ig,2287,
2288,7711,qPdHV74suGM,2288,
2289,7710,CtJ67H8stZk,2289,1.0
2290,7709,HKFXT1KBcv4,2290,0.0
2291,7708,j_MKgW4mgVY,2291,0.0
2292,7707,lAXdOhgbzbI,2292,
2293,7706,V6PV2hsVpDU,2293,7.0
2294,7705,ZWtqc6l41tw,2294,11.0
2295,7704,VRUIwm0EYlk,2295,16.0
2296,7703,MMnQAxPU8C4,2296,6.0
2297,7702,OzsY_zOOz6g,2297,0.0
2298,7701,iHge0oCm-9M,2298,1.0
2299,7700,eIyRzsgGC6Q,2299,5.0
2300,7699,0x5Lb6nbgfM,2300,1.0
2301,7698,U0Kbrf_GI2w,2301,30.0
2302,7697,z_VTKWVs4iA,2302,
2303,7696,P1Y1cwRB3FA,2303,5.0
2304,7695,groEi-nO8Es,2304,4.0
2305,7694,Sxq7kpXmXOk,2305,
2306,7693,d-7cuGJ9fSQ,2306,
2307,7692,4pH9q-VCBVU,2307,19.0
2308,7691,G2FcPue5IRk,2308,0.0
2309,7690,Aw7Vw1vVgc4,2309,
2310,7689,mBlx2WjaJvM,2310,0.0
2311,7688,wPahPmirN28,2311,4.0
2312,7687,FCZreJYTO5c,2312,1.0
2313,7686,E0TiOOeefGI,2313,0.0
2314,7685,QS2sVIrfkyw,2314,
2315,7684,ii1TZ3MFLqk,2315,
2316,7683,pXyVf8UTi4A,2316,
2317,7682,r8caL8A3Bv8,2317,
2318,7681,dDkNghKDaI4,2318,4.0
2319,7680,okrMJ_oumtU,2319,1.0
2320,7679,wyREgtW_8gQ,2320,
2321,7678,wn9UxzV4FvU,2321,0.0
2322,7677,QjRqFmAlV2I,2322,6.0
2323,7676,dc_3aEn9RD4,2323,
2324,7675,FPZ1v8eaQzg,2324,23.0
2325,7674,tWYpHWz1z3c,2325,
2326,7673,woJxIf-Vml4,2326,
2327,7672,SDHSIjan9qg,2327,
2328,7671,qTEvDz8C5uc,2328,
2329,7670,80eb9RZSdzw,2329,
2330,7669,3ZtfNEQCyRY,2330,
2331,7668,IhOtyLueSKs,2331,0.0
2332,7667,TVn7230tLoQ,2332,27.0
2333,7666,kJrYLkBkAaM,2333,0.0
2334,7665,QuPXJuZs9U0,2334,2.0
2335,7664,x7aXa7MbY4c,2335,6.0
2336,7663,ThxwPVF7YQ4,2336,0.0
2337,7662,izY9RHhc9Gw,2337,
2338,7661,NKBXcZ3nMtA,2338,2.0
2339,7660,DvTWs8N_GtA,2339,8.0
2340,7659,QJuvftfIyVM,2340,
2341,7658,xK2Uv-82z_M,2341,
2342,7657,BBmgw6Y76yo,2342,
2343,7656,tYHExCnnf5g,2343,3.0
2344,7655,Im2y5KLtVr8,2344,
2345,7654,6TGbayfDnw4,2345,1.0
2346,7653,0h0bpsMAKUI,2346,
2347,7652,QM7-SFly1e0,2347,0.0
2348,7651,4Vcq3HJb1Ow,2348,5.0
2349,7650,pMskiiqgDak,2349,8.0
2350,7649,CTNHoKXU0pA,2350,5.0
2351,7648,uQeNFFgucUQ,2351,
2352,7647,VSNQscltAtA,2352,9.0
2353,7646,B6johzwN5Mk,2353,1.0
2354,7645,ytZPMNLA1Ig,2354,0.0
2355,7644,UfqrgHNTQtQ,2355,0.0
2356,7643,gCFdznwdqVs,2356,
2357,7642,qOX0w2my6sM,2357,
2358,7641,kgVS_VKpcos,2358,15.0
2359,7640,wD86gs_BcOY,2359,2.0
2360,7639,6fvy6AKQ7lc,2360,5.0
2361,7638,NW3Yd8bWSdU,2361,0.0
2362,7637,GPKGqSnvd8o,2362,
2363,7636,DYJgFcCzauE,2363,
2364,7635,uP5YkvJ0Lcs,2364,3.0
2365,7634,OCYomZz-O7w,2365,2.0
2366,7633,3Q7DqVw430s,2366,3.0
2367,7632,q-pqI3YdF0A,2367,
2368,7631,htI_sMsX8QE,2368,30.0
2369,7630,T1dSCGYyg9I,2369,5.0
2370,7629,cq8v4BKILf0,2370,
2371,7628,jF3Ik65T1qE,2371,0.0
2372,7627,tcCdkxt2-Wo,2372,
2373,7626,l3ApUE5v4Nw,2373,
2374,7625,ef_sI-QYSJA,2374,
2375,7624,Ya6efBSQfyw,2375,7.0
2376,7623,IDoGtrw-P1E,2376,
2377,7622,knsi5cXMWCY,2377,7.0
2378,7621,jLj30DZiLhw,2378,4.0
2379,7620,7eoJVtCMfzI,2379,0.0
2380,7619,msQ6-OLPGJE,2380,
2381,7618,C1cDQnH8Nx8,2381,
2382,7617,LvXRoz9qfzI,2382,
2383,7616,yJBVHTVhlRI,2383,0.0
2384,7615,mGLTilqnvQo,2384,0.0
2385,7614,diU91JaARRg,2385,0.0
2386,7613,WU0xBHR3FVE,2386,
2387,7612,Hjr8IazRtkA,2387,
2388,7611,0mK7a_IfztQ,2388,10.0
2389,7610,GIDKjBoWaUU,2389,
2390,7609,cpzoM-1Ggv0,2390,10.0
2391,7608,1vwywv5yYJs,2391,
2392,7607,HlCzbQ-dOsA,2392,1.0
2393,7606,QPTkgksnxO4,2393,0.0
2394,7605,_TvyYeEX-kE,2394,1.0
2395,7604,aA7XjvJTs8M,2395,
2396,7603,yuc0NKlnZHI,2396,0.0
2397,7602,s9kjoZvySq4,2397,6.0
2398,7601,QUHp16hTp44,2398,0.0
2399,7600,1MLDiDWa6mA,2399,
2400,7599,gN9vtNYZ6dA,2400,3.0
2401,7598,5s75CPceiCw,2401,
2402,7597,BZI4OHXwbdM,2402,
2403,7596,zMTTzeEig8c,2403,
2404,7595,ZJRvRY-uX9Y,2404,
2405,7594,mCIty8Pdg7I,2405,0.0
2406,7593,oRssqX6kurQ,2406,
2407,7592,k_kAZjqszzk,2407,4.0
2408,7591,cNSq55AOFfw,2408,12.0
2409,7590,p7okBw-otXg,2409,0.0
2410,7589,cha2sGo-0yM,2410,0.0
2411,7588,BO0puHE_hos,2411,
2412,7587,C0c3vTjf2N4,2412,
2413,7586,hzrtrX1mpTQ,2413,2.0
2414,7585,IgLdOTwl_j4,2414,
2415,7584,1ISpC4_VWJs,2415,
2416,7583,c3SWdLrC5AQ,2416,2.0
2417,7582,hOOm2t2Tnr4,2417,3.0
2418,7581,yJw5w4IRnz0,2418,7.0
2419,7580,ZPPikY3uLIQ,2419,26.0
2420,7579,Nv3CirGth18,2420,1.0
2421,7578,BlyfCxxdDnk,2421,
2422,7577,eZ7VU5Rc_WU,2422,
2423,7576,oWvLuArjGsc,2423,
2424,7575,cPQfpJP2a94,2424,0.0
2425,7574,yXYqFyOQBbk,2425,
2426,7573,KZHplu3dxD8,2426,
2427,7572,1aMU5kcoydU,2427,
2428,7571,LkYOMNXRwfw,2428,3.0
2429,7570,gHlGqPXnwhw,2429,0.0
2430,7569,qgfe6BjEkZs,2430,0.0
2431,7568,pmT01IEApOQ,2431,
2432,7567,bxVo_2gtHl4,2432,
2433,7566,JElMTqpvAiM,2433,
2434,7565,5UV_edNIq0c,2434,
2435,7564,d0ygjC553eE,2435,
2436,7563,05KNmXACQ0k,2436,0.0
2437,7562,yfQGoMSBDx0,2437,9.0
2438,7561,MptQeiyRY3A,2438,0.0
2439,7560,cZvKPrEG11Q,2439,3.0
2440,7559,InVOMtli-4U,2440,14.0
2441,7558,9h33JJitrPU,2441,20.0
2442,7557,wED7yBIScCU,2442,
2443,7556,xYkR1KQYdwk,2443,0.0
2444,7555,j2h54FSh6VY,2444,
2445,7554,Jys_uxptrfo,2445,11.0
2446,7553,UVdEHlvV9OY,2446,
2447,7552,jxIw3a5uPy8,2447,
2448,7551,3n-ku-Rn_FQ,2448,0.0
2449,7550,m-3JYsm2xg8,2449,
2450,7549,8YhAUS18t40,2450,
2451,7548,rqZ2aReQcZE,2451,
2452,7547,B3tDGiiju10,2452,9.0
2453,7546,rE-GHl5CrDs,2453,
2454,7545,mHt7xuyCssk,2454,
2455,7544,7fxWE-eKRnw,2455,0.0
2456,7543,yEdZzqn67r0,2456,3.0
2457,7542,8HbVB38g4-s,2457,0.0
2458,7541,EkUIsimebm0,2458,1.0
2459,7540,D-OKs4not1g,2459,
2460,7539,0RHrqzCdmvk,2460,
2461,7538,spRTeVMkCd4,2461,
2462,7537,PC6SDOMPJXw,2462,1.0
2463,7536,3IJFwg6kd34,2463,
2464,7535,dw6-apKteSI,2464,0.0
2465,7534,P_ditEkb5iU,2465,0.0
2466,7533,x1o7H-ixt5M,2466,6.0
2467,7532,NUEGFFStU6w,2467,
2468,7531,hSkiMXmP730,2468,
2469,7530,pFnWsP1-DQE,2469,0.0
2470,7529,Wn0JsP-KI5Y,2470,
2471,7528,KT_5Dz7ThYw,2471,0.0
2472,7527,Op0hPUQyOWc,2472,
2473,7526,lObWtVc4Mts,2473,
2474,7525,IICaxXm05E8,2474,
2475,7524,JvZQMJxBFt0,2475,8.0
2476,7523,LQzpJkkR69w,2476,
2477,7522,ci9bKpcI7CI,2477,
2478,7521,BHSEJwF814E,2478,15.0
2479,7520,nGwYQULHsqk,2479,
2480,7519,iJ28SPFppqg,2480,
2481,7518,GG3u1pff8uU,2481,0.0
2482,7517,ZmkGP45sXeM,2482,5.0
2483,7516,9MJx9Wsvf4E,2483,
2484,7515,rmge2EUyDqE,2484,
2485,7514,yBmAR_9Nob8,2485,1.0
2486,7513,sC9q9ZXXvhE,2486,
2487,7512,jK0jy3I0D8A,2487,
2488,7511,69iowlPZKoc,2488,0.0
2489,7510,XbU1YQLwKn4,2489,
2490,7509,ObqA6lOiZdY,2490,
2491,7508,2djebbl2Yls,2491,
2492,7507,m97-zGf2FX4,2492,
2493,7506,sI1IXrOeI04,2493,
2494,7505,wSIKWXI-n0w,2494,
2495,7504,8zBvRq6mdZw,2495,13.0
2496,7503,naxe79Usmzk,2496,
2497,7502,zgoH-WH7DBQ,2497,
2498,7501,uC-7DF9n2g4,2498,
2499,7500,HdAIhGs8b_M,2499,4.0
2500,7499,kktSbIqMZkM,2500,0.0
2501,7498,k2De6ckPJek,2501,
2502,7497,e8ETWJgnNR4,2502,
2503,7496,riihJT90e2U,2503,4.0
2504,7495,K9JAEWTBNfw,2504,
2505,7494,kw_sPN6gBg8,2505,
2506,7493,qbiQqzFZTGA,2506,
2507,7492,66x8mi4nqdc,2507,
2508,7491,EMNefUR_ZYc,2508,0.0
2509,7490,uhfHH5AsQ2E,2509,8.0
2510,7489,D8QGz0M3r58,2510,14.0
2511,7488,G74VOeM0CE4,2511,
2512,7487,ucxZ1MsXvsU,2512,5.0
2513,7486,VYleRFRw-88,2513,
2514,7485,ehl08umc0Lw,2514,7.0
2515,7484,MLSi-nDradc,2515,
2516,7483,f9LatyRmZ_8,2516,0.0
2517,7482,bYSOvk_cYfQ,2517,6.0
2518,7481,KgWCjWt6kB8,2518,
2519,7480,xxcbPBLBjJs,2519,0.0
2520,7479,JAMdd7hIWYk,2520,
2521,7478,E1p8oS68knw,2521,0.0
2522,7477,VqBiyS5T4g0,2522,
2523,7476,JR-IDgrIbBY,2523,0.0
2524,7475,ESeXl8LvxiI,2524,
2525,7474,iu36FvRkOTE,2525,0.0
2526,7473,x-J7OQuDKJ8,2526,
2527,7472,vce_wvfNUvM,2527,
2528,7471,zhh03RGO0K0,2528,0.0
2529,7470,ty-GJGwrC88,2529,0.0
2530,7469,jhDWtNu2YDA,2530,
2531,7468,uwjHpKQVsfk,2531,
2532,7467,3CoY6vi7ZIY,2532,
2533,7466,AzV2tQCjNeU,2533,2.0
2534,7465,7hd6XcOw8Ag,2534,1.0
2535,7464,rWZ_lmZMdSo,2535,
2536,7463,9vpf-ZybsNE,2536,3.0
2537,7462,WGUCR_RQ7nE,2537,0.0
2538,7461,rwNm8RKL47Y,2538,
2539,7460,aLMJGi9sq8Y,2539,
2540,7459,MPsrXf15JhA,2540,
2541,7458,khN9o9qm9Pg,2541,
2542,7457,Elpqt7NvFcg,2542,
2543,7456,dKEmO_J9hNQ,2543,
2544,7455,WF05447BdRI,2544,2.0
2545,7454,MOVq9LrhWS0,2545,
2546,7453,ZIUdvyz7ZUE,2546,0.0
2547,7452,H6zz0BluafI,2547,
2548,7451,gcFa7iHFE70,2548,
2549,7450,5kE9S51bK9Q,2549,
2550,7449,gzxyErQNdNQ,2550,
2551,7448,n2rTuTJbGGo,2551,
2552,7447,5ChoMRzn9Sg,2552,1.0
2553,7446,TY8kMus6dpw,2553,2.0
2554,7445,5t0_-q4cKEo,2554,
2555,7444,3v1HTR4_3MQ,2555,
2556,7443,mjqI9k9JeN4,2556,3.0
2557,7442,NdEmnWNHFjk,2557,
2558,7441,PlMWvbfys7A,2558,
2559,7440,rxG6-VO7Feo,2559,0.0
2560,7439,Z-54hzwjOm4,2560,
2561,7438,yHc7vAtn2a4,2561,0.0
2562,7437,tiNik3KuNu8,2562,20.0
2563,7436,x915jPS1UNE,2563,
2564,7435,FK8s3SK65hU,2564,23.0
2565,7434,OC39RNWVdD8,2565,0.0
2566,7433,nu8l_Ba5xKo,2566,
2567,7432,OAiYPjh0A0s,2567,
2568,7431,E2A3wp7bYpY,2568,1.0
2569,7430,1nwvQcD0FaI,2569,
2570,7429,RcMtMVw-49o,2570,0.0
2571,7428,crgNMF0-Sds,2571,
2572,7427,PUHqLMcD6Tk,2572,
2573,7426,h4RUncDPUAU,2573,0.0
2574,7425,y-qzBtNym9Q,2574,
2575,7424,19Cy_07nCXc,2575,0.0
2576,7423,d7dQNbgUqk8,2576,
2577,7422,ELjvAjWDrtw,2577,
2578,7421,x2T0mRd_gk0,2578,
2579,7420,dGrIzy7Zi4A,2579,0.0
2580,7419,I96LY6x3FKw,2580,5.0
2581,7418,kunj04VXT04,2581,
2582,7417,KprvBHgEPfE,2582,6.0
2583,7416,Fi-tKdBERf4,2583,0.0
2584,7415,ogZo4yJ75c0,2584,
2585,7414,zWAgrgeC1A4,2585,20.0
2586,7413,v-_5G9LvHYs,2586,
2587,7412,yg6cZpqAyQ8,2587,
2588,7411,BN90IjO-BBA,2588,0.0
2589,7410,gKIWfOpBxxk,2589,2.0
2590,7409,bVD0fAfnPII,2590,
2591,7408,HI0al7hbumc,2591,0.0
2592,7407,Ekv-Xc1Nq1Y,2592,0.0
2593,7406,_wZmUyxF_qg,2593,
2594,7405,cl9BEW65W7I,2594,0.0
2595,7404,M0Zbuk75cfo,2595,15.0
2596,7403,maJV8eXAV3c,2596,0.0
2597,7402,wP170JsgxVQ,2597,
2598,7401,5-ewYF2HEuE,2598,
2599,7400,FD0_Ae_mj6U,2599,3.0
2600,7399,oQf3PShtJf4,2600,
2601,7398,MkpLZz7Unqo,2601,2.0
2602,7397,W7C2Dvb2Cmg,2602,
2603,7396,jGogf3AJBSQ,2603,0.0
2604,7395,2xIcHDK5jZM,2604,5.0
2605,7394,qry4S2xDV3E,2605,
2606,7393,z-bpMlmsFGM,2606,0.0
2607,7392,zKKBkEuZ42s,2607,
2608,7391,iE65SXeg0dA,2608,1.0
2609,7390,r2g-LswW-W8,2609,
2610,7389,mQ0wQxiq42g,2610,0.0
2611,7388,D9wOp5OFby0,2611,5.0
2612,7387,RqjrJZjTkT0,2612,1.0
2613,7386,T-fYFcqAxxI,2613,
2614,7385,hLV9ACTqWuM,2614,19.0
2615,7384,QQrnZi2g0NA,2615,
2616,7383,wBuqHt4PDNU,2616,
2617,7382,DJLxA97C1-4,2617,22.0
2618,7381,a_riIHajUog,2618,0.0
2619,7380,D47_rZoGbEQ,2619,
2620,7379,lrSEyN-rD-8,2620,0.0
2621,7378,2WmiqXVEe6g,2621,
2622,7377,mdKvUC2T1Bk,2622,
2623,7376,9V41r_2MaP0,2623,0.0
2624,7375,DRXhTkdZ4ls,2624,0.0
2625,7374,ZknwwG6Kc4k,2625,
2626,7373,OATmRJGzTvg,2626,
2627,7372,IwcBkIjil4k,2627,
2628,7371,5Ot_zrtR16g,2628,13.0
2629,7370,57chSMW9ylA,2629,0.0
2630,7369,1pgmXFD5foE,2630,
2631,7368,ydlAPrlnsWo,2631,0.0
